barangay_clean,barangay_alt_name,barangay_psgc,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw,category
Santo Nino,,PH0301409023,Hagonoy,PH0301409,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7091700531101665,Santo Niño (Pob.),Religious
Santo Rosario,,PH0301409024,Hagonoy,PH0301409,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.4316321455365739,Santo Rosario,Religious
Tampok,,PH0301409025,Hagonoy,PH0301409,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.680868597643368,Tampok,Other
Tibaguin,,PH0301409026,Hagonoy,PH0301409,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.708645414280767,Tibaguin,Other
Iba-Ibayo,,PH0301409027,Hagonoy,PH0301409,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.747621876171811,Iba-Ibayo,Other
Anilao,,PH0301410001,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1627753009253161,Anilao,Other
Atlag,,PH0301410002,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.38446370528260637,Atlag,Other
Babatnin,,PH0301410003,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.289826836310218,Babatnin,Other
Bagna,,PH0301410004,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8787930919509499,Bagna,Other
Bagong Bayan,,PH0301410005,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7827908850868514,Bagong Bayan,Other
Balayong,,PH0301410006,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.62602832529651,Balayong,Other
Balite,,PH0301410007,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8274554441161406,Balite,Other
Bangkal,,PH0301410008,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8722808323385345,Bangkal,Other
Barihan,,PH0301410010,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.9329647293304528,Barihan,Other
Bulihan,,PH0301410012,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.278589878091291,Bulihan,Other
Bungahan,,PH0301410013,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9768421881609913,Bungahan,Other
Dakila,,PH0301410014,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.099651514599782,Dakila,Other
Guinhawa,,PH0301410015,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3799469930608577,Guinhawa,Other
Caingin,,PH0301410016,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5589686136962125,Caingin,Other
Calero,,PH0301410017,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.6391231712942798,Calero,Other
Caliligawan,,PH0301410018,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9924370585362009,Caliligawan,Other
Canalate,,PH0301410019,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7066770883472294,Canalate,Other
Caniogan,,PH0301410020,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.4480768373158201,Caniogan,Other
Catmon,,PH0301410021,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3147403879322423,Catmon,Other
Ligas,,PH0301410022,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4211089990783612,Ligas,Other
Liang,,PH0301410023,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.11878917783685067,Liang,Other
Longos,,PH0301410025,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.2557375837562335,Longos,Other
Look 1st,,PH0301410026,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4868466535097202,Look 1st,Other
Look 2nd,,PH0301410027,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8268391629766806,Look 2nd,Other
Lugam,,PH0301410028,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8371828596394293,Lugam,Other
Mabolo,,PH0301410029,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.0875029022761808,Mabolo,Other
Mambog,,PH0301410031,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.2377588047970915,Mambog,Other
Masile,,PH0301410032,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9570655284553958,Masile,Other
Matimbo,,PH0301410033,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.8303271371204106,Matimbo,Other
Mojon,,PH0301410034,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5324430701818983,Mojon,Other
Namayan,,PH0301410035,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.9626505708905153,Namayan,Other
Niugan,,PH0301410036,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.42338838384977945,Niugan,Other
Pamarawan,,PH0301410037,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.985003339224213,Pamarawan,Other
Panasahan,,PH0301410038,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.576342391049238,Panasahan,Other
Pinagbakahan,,PH0301410039,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.490416082948659,Pinagbakahan,Other
San Agustin,,PH0301410041,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.19284122814069063,San Agustin,Religious
San Gabriel,,PH0301410042,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.11078942213739375,San Gabriel,Religious
San Juan,,PH0301410043,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8189975410903815,San Juan,Religious
San Pablo,,PH0301410044,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9017591089057891,San Pablo,Religious
San Vicente,,PH0301410045,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.1982236176028646,San Vicente (Pob.),Religious
Santiago,,PH0301410046,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5318390698030248,Santiago,Other
Santisima Trinidad,,PH0301410047,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8681722613614806,Santisima Trinidad,Other
Santo Cristo,,PH0301410048,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3021349405981088,Santo Cristo,Religious
Santo Nino,,PH0301410049,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.07501404493513691,Santo Niño (Pob.),Religious
Santo Rosario,,PH0301410050,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.42660311169196485,Santo Rosario (Pob.),Religious
Santor,,PH0301410051,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.1927060234052327,Santor,Other
Sumapang Bata,,PH0301410052,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1404584282487256,Sumapang Bata,Other
Sumapang Matanda,,PH0301410053,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.85781135840402,Sumapang Matanda,Other
Taal,,PH0301410054,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1935231682556946,Taal,Other
Tikay,,PH0301410055,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3074907495040073,Tikay,Other
Cofradia,,PH0301410056,City of Malolos,PH0301410,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5377179151892305,Cofradia,Other
Abangan Norte,,PH0301411001,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.312746239269022,Abangan Norte,Other
Abangan Sur,,PH0301411002,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.213864018724268,Abangan Sur,Other
Ibayo,,PH0301411003,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7033628111617672,Ibayo,Other
Lambakin,,PH0301411004,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.7878552279923006,Lambakin,Other
Lias,,PH0301411005,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.122127718940159,Lias,Other
Loma de Gato,,PH0301411006,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.507333908807532,Loma de Gato,Other
Nagbalon,,PH0301411007,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.761064477828065,Nagbalon,Other
Patubig,,PH0301411008,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8210411393588113,Patubig,Other
Poblacion I,,PH0301411009,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3838029358622906,Poblacion I,Poblacion (Town Proper)
Poblacion II,,PH0301411010,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.67123127622294,Poblacion II,Poblacion (Town Proper)
Prenza I,,PH0301411011,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.89669111715528,Prenza I,Other
Prenza II,,PH0301411012,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.246007859525075,Prenza II,Other
Santa Rosa I,,PH0301411013,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1095697359344223,Santa Rosa I,Religious
Santa Rosa II,,PH0301411014,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.804540870853831,Santa Rosa II,Religious
Saog,,PH0301411015,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1359703394772027,Saog,Other
Tabing Ilog,,PH0301411016,Marilao,PH0301411,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8657490698449527,Tabing Ilog,Other
Bagbaguin,,PH0301412001,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.2295716737083493,Bagbaguin,Other
Bahay Pare,,PH0301412002,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.276260358970674,Bahay Pare,Other
Bancal,,PH0301412003,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6585681678005808,Bancal,Other
Banga,,PH0301412004,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.19280426606942158,Banga,Other
Bayugo,,PH0301412005,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.3687656930135746,Bayugo,Other
Calvario,,PH0301412006,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.41293022946737823,Calvario,Other
Camalig,,PH0301412007,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.264533890347632,Camalig,Other
Hulo,,PH0301412008,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.12490090224314698,Hulo,Other
Iba,,PH0301412009,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.7698437324482181,Iba,Other
Langka,,PH0301412010,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.25560861522445616,Langka,Fruit/Plant
Lawa,,PH0301412011,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.3422675354857678,Lawa,Other
Libtong,,PH0301412012,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.9911671347253004,Libtong,Other
Liputan,,PH0301412013,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.6841748901850373,Liputan,Other
Longos,,PH0301412014,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.4706958886458182,Longos,Other
Malhacan,,PH0301412015,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3218359800773842,Malhacan,Other
Pajo,,PH0301412016,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.8209002986327112,Pajo,Other
Pandayan,,PH0301412017,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.7711198939873787,Pandayan,Other
Pantoc,,PH0301412018,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.415550995784555,Pantoc,Other
Perez,,PH0301412019,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.588805783869035,Perez,Other
Poblacion,,PH0301412020,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.03524546686467971,Poblacion,Poblacion (Town Proper)
Saluysoy,,PH0301412021,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5176754149678713,Saluysoy,Other
Saint Francis,Gasak,PH0301412022,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.04104091628626852,Saint Francis (Gasak),Religious
Tugatog,,PH0301412023,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.44151810527335755,Tugatog,Other
Ubihan,,PH0301412024,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.876640686396432,Ubihan,Other
Zamora,,PH0301412025,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.18608264521392798,Zamora,Other
Caingin,,PH0301412026,City of Meycauayan,PH0301412,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.7241388467868293,Caingin,Other
Bangkal,,PH0301413003,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,11.939319632057945,Bangkal,Other
Baraka,,PH0301413004,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,10.002668968272037,Baraka,Other
Bigte,,PH0301413006,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.322285040459383,Bigte,Other
Bitungol,,PH0301413007,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.531230510540209,Bitungol,Other
Matictic,,PH0301413015,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,15.412014827132042,Matictic,Other
Minuyan,,PH0301413016,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,7.901017040390089,Minuyan,Other
Partida,,PH0301413020,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,5.565259524952122,Partida,Other
Pinagtulayan,,PH0301413021,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,9.005222392360832,Pinagtulayan,Other
Poblacion,,PH0301413022,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.8615420938627785,Poblacion,Poblacion (Town Proper)
San Mateo,,PH0301413024,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,26.85514608765657,San Mateo,Religious
Tigbe,,PH0301413031,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,6.687958047181874,Tigbe,Other
San Lorenzo,,PH0301413032,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,188.68413808471925,San Lorenzo,Religious
Friendship Village Resources,FVR,PH0301413033,Norzagaray,PH0301413,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.6124593149791503,Friendship Village Resources (FVR),Other
Binuangan,,PH0301414001,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.8403799553616526,Binuangan,Other
Catanghalan,,PH0301414002,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.059528561241667,Catanghalan,Other
Hulo,,PH0301414003,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.07428287184339641,Hulo,Other
Lawa,,PH0301414004,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.298330821848287,Lawa,Other
Salambao,,PH0301414005,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.9610020067387999,Salambao,Other
Paco,,PH0301414006,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.1480105534891143,Paco,Other
Pag-asa,,PH0301414007,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,0.5417345878710171,Pag-asa (Pob.),Other
Paliwas,,PH0301414008,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.0790658409382008,Paliwas,Other
Panghulo,,PH0301414009,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5595358499570473,Panghulo,Other
San Pascual,,PH0301414010,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.404007011914951,San Pascual,Religious
Tawiran,,PH0301414011,Obando,PH0301414,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.2417040968998747,Tawiran,Other
Bagbaguin,,PH0301415001,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,4.284987965902636,Bagbaguin,Other
Bagong Barrio,,PH0301415002,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.2995332982121655,Bagong Barrio,Other
Bunsuran III,,PH0301415003,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.0930185884662662,Bunsuran III,Other
Bunsuran I,,PH0301415004,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.4803240995302838,Bunsuran I,Other
Bunsuran II,,PH0301415005,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.1502451071618751,Bunsuran II,Other
Cacarong Bata,,PH0301415006,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.233648051250044,Cacarong Bata,Other
Cacarong Matanda,,PH0301415007,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.8670131491341473,Cacarong Matanda,Other
Cupang,,PH0301415008,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,2.3642877350985287,Cupang,Other
Malibong Bata,,PH0301415009,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,1.5971412225231028,Malibong Bata,Other
Malibong Matanda,,PH0301415010,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.940185646856412,Malibong Matanda,Other
Manatal,,PH0301415011,Pandi,PH0301415,Bulacan,PH03014,Region III,Central Luzon,PH03,Luzon,The Philippines,PH,3.3412088820447656,Manatal,Other
