barangay_clean,barangay_psgc,barangay_alt_name,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw
Adams,PH0102801001,,Adams,PH0102801,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,111.1430260542204,Adams (Pob.)
Bani,PH0102802001,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.759756832305895,Bani
Buyon,PH0102802002,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.87215816853797,Buyon
Cabaruan,PH0102802003,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.9852204544920755,Cabaruan
Cabulalaan,PH0102802004,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0175345291556193,Cabulalaan
Cabusligan,PH0102802005,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.381092956933654,Cabusligan
Cadaratan,PH0102802006,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9415209530269123,Cadaratan
Calioet-Libong,PH0102802007,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8638477920114314,Calioet-Libong
Casilian,PH0102802008,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.357609671856775,Casilian
Corocor,PH0102802009,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.631805159160086,Corocor
Duripes,PH0102802011,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.2242822751011992,Duripes
Ganagan,PH0102802012,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8649718190730158,Ganagan
Libtong,PH0102802013,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.7346914350032554,Libtong
Macupit,PH0102802014,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7294577001891794,Macupit
Nambaran,PH0102802015,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.3510620568668164,Nambaran
Natba,PH0102802016,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9929073573624781,Natba
Paninaan,PH0102802017,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.008309001832528,Paninaan
Pasiocan,PH0102802018,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.1939058422234607,Pasiocan
Pasngal,PH0102802019,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.532567142727712,Pasngal
Pipias,PH0102802020,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7053134587359616,Pipias
Pulangi,PH0102802021,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.3193179415929146,Pulangi
Pungto,PH0102802022,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9005693540414796,Pungto
San Agustin I,PH0102802024,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.13542255165487915,San Agustin I (Pob.)
San Agustin II,PH0102802025,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.0888362117698975,San Agustin II (Pob.)
San Andres I,PH0102802027,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.1253533616605919,San Andres I (Pob.)
San Andres II,PH0102802028,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.13198412860177136,San Andres II (Pob.)
San Gabriel I,PH0102802030,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.04522287629790484,San Gabriel I (Pob.)
San Gabriel II,PH0102802031,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.06057964778712529,San Gabriel II (Pob.)
San Pedro I,PH0102802033,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.05904152408077755,San Pedro I (Pob.)
San Pedro II,PH0102802034,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.09777013370147887,San Pedro II (Pob.)
San Roque I,PH0102802036,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.1412734177600662,San Roque I (Pob.)
San Roque II,PH0102802037,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.10895212537664693,San Roque II (Pob.)
San Simon I,PH0102802039,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.17209748357526833,San Simon I (Pob.)
San Simon II,PH0102802040,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.0518084708530495,San Simon II (Pob.)
San Vicente,PH0102802041,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.10382210063357117,San Vicente (Pob.)
Sangil,PH0102802042,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4401469195466308,Sangil
Santa Filomena I,PH0102802044,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.131910206326164,Santa Filomena I (Pob.)
Santa Filomena II,PH0102802045,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.11633192316111637,Santa Filomena II (Pob.)
Santa Rita,PH0102802046,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.6024713199431028,Santa Rita (Pob.)
Santo Cristo I,PH0102802047,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.12404026736117361,Santo Cristo I (Pob.)
Santo Cristo II,PH0102802048,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.05972588702055723,Santo Cristo II (Pob.)
Tambidao,PH0102802050,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.594840208146525,Tambidao
Teppang,PH0102802051,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4459278641119253,Teppang
Tubburan,PH0102802052,,Bacarra,PH0102802,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.0977342644020163,Tubburan
Alay-Nangbabaan,PH0102803001,Alay 15-B,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8029333906388147,Alay-Nangbabaan (Alay 15-B)
Alogoog,PH0102803002,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.3365896446662682,Alogoog
Ar-arusip,PH0102803003,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.2547138462437901,Ar-arusip
Aring,PH0102803004,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.1213058556866564,Aring
Balbaldez,PH0102803005,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.36152808764943,Balbaldez
Bato,PH0102803006,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6630003892894434,Bato
Camanga,PH0102803007,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.7124321648161334,Camanga
Canaan,PH0102803008,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.24880899093896403,Canaan (Pob.)
Caraitan,PH0102803009,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4801241613018563,Caraitan
Gabut Norte,PH0102803011,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8298580973095403,Gabut Norte
Gabut Sur,PH0102803012,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.5131562759439716,Gabut Sur
Garreta,PH0102803013,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.29457703940137275,Garreta (Pob.)
Labut,PH0102803016,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.695323706937947,Labut
Lacuben,PH0102803017,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.273042699349522,Lacuben
Lubigan,PH0102803018,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.5194257535512006,Lubigan
Mabusag Norte,PH0102803020,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.2320528649143083,Mabusag Norte
Mabusag Sur,PH0102803021,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.1948949168674639,Mabusag Sur
Madupayas,PH0102803022,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.11525574094441,Madupayas
Morong,PH0102803023,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.7846494468392655,Morong
Nagrebcan,PH0102803025,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,24.227063526632143,Nagrebcan
Napu,PH0102803026,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6184220865625072,Napu
La Virgen Milagrosa,PH0102803027,Paguetpet,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.2040403515806184,La Virgen Milagrosa (Paguetpet)
Pagsanahan Norte,PH0102803028,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9602702873963854,Pagsanahan Norte
Pagsanahan Sur,PH0102803029,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.7661975123125047,Pagsanahan Sur
Paltit,PH0102803030,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.1051854029183064,Paltit
Parang,PH0102803031,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.5983357198552914,Parang
Pasuc,PH0102803032,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.5084703257524849,Pasuc
Santa Cruz Norte,PH0102803034,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.5638325744095165,Santa Cruz Norte
Santa Cruz Sur,PH0102803035,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6103868784930733,Santa Cruz Sur
Saud,PH0102803036,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.38597815369669,Saud
Turod,PH0102803037,,Badoc,PH0102803,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.7021140131462489,Turod
Abaca,PH0102804001,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.1233044903268725,Abaca
Bacsil,PH0102804002,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.3572851952318397,Bacsil
Banban,PH0102804003,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4163659940328923,Banban
Baruyen,PH0102804004,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.822140953059901,Baruyen
Dadaor,PH0102804005,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.497419619475651,Dadaor
Lanao,PH0102804006,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.687014860903594,Lanao
Malasin,PH0102804007,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6027647229274677,Malasin
Manayon,PH0102804008,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.9071385071414713,Manayon
Masikil,PH0102804009,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.422445838998123,Masikil
Nagbalagan,PH0102804010,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.5132540221896744,Nagbalagan
Payac,PH0102804011,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,78.4503521567702,Payac
San Lorenzo,PH0102804012,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.491172024282329,San Lorenzo (Pob.)
Taguiporo,PH0102804014,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4194865847648384,Taguiporo
Utol,PH0102804015,,Bangui,PH0102804,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.3488964837246638,Utol
Aglipay,PH0102805001,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.12552723614923755,Aglipay (Pob.)
Baay,PH0102805002,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.939166462733429,Baay
Baligat,PH0102805003,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.068449516749515,Baligat
Bungon,PH0102805004,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.472555080993773,Bungon
Baoa East,PH0102805005,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.200378800529611,Baoa East
Baoa West,PH0102805006,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.338906136714664,Baoa West
Barani,PH0102805007,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.10155381258789332,Barani (Pob.)
Ben-agan,PH0102805009,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.1021418901491921,Ben-agan (Pob.)
Bil-loca,PH0102805010,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.415045890519635,Bil-loca
Biningan,PH0102805011,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.349790460389629,Biningan
Callaguip,PH0102805012,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.16301854934578738,Callaguip (Pob.)
Camandingan,PH0102805013,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,9.469759990184299,Camandingan
Camguidan,PH0102805014,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.259875786595796,Camguidan
Cangrunaan,PH0102805015,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.0804754224398219,Cangrunaan (Pob.)
Capacuan,PH0102805016,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.6042361114994086,Capacuan
Caunayan,PH0102805017,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.3906070468381409,Caunayan (Pob.)
Valdez Poblacion,PH0102805018,Caoayan,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.2846665119559305,Valdez Pob. (Caoayan)
Colo,PH0102805019,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.9191362346960164,Colo
Pimentel,PH0102805020,Cubol,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.8061373924049,Pimentel (Cubol)
Dariwdiw,PH0102805021,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.734723973907894,Dariwdiw
Acosta Poblacion,PH0102805022,Iloilo,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.11245313145965369,Acosta Pob. (Iloilo)
Ablan Poblacion,PH0102805023,Labucao,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.07942793951120942,Ablan Pob. (Labucao)
Lacub,PH0102805024,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.08651512094052707,Lacub (Pob.)
Mabaleng,PH0102805025,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.328117390550224,Mabaleng
Magnuang,PH0102805026,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.545917671927939,Magnuang
Maipalig,PH0102805027,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,16.186663115127175,Maipalig
Nagbacalan,PH0102805028,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.842916617893308,Nagbacalan
Naguirangan,PH0102805029,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.675186767745258,Naguirangan
Ricarte Poblacion,PH0102805030,Nalasin,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.17954401375717846,Ricarte Pob. (Nalasin)
Palongpong,PH0102805031,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.207682603061144,Palongpong
Palpalicong,PH0102805032,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.22405577711486002,Palpalicong (Pob.)
Parangopong,PH0102805033,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.032627806865675,Parangopong
Payao,PH0102805034,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.490401907030301,Payao
Quiling Norte,PH0102805035,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.782579315906705,Quiling Norte
Quiling Sur,PH0102805036,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.8013973388748243,Quiling Sur
Quiom,PH0102805037,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,13.556527694424364,Quiom
Rayuray,PH0102805038,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.16254066688794,Rayuray
San Julian,PH0102805039,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.09287411313813526,San Julian (Pob.)
San Mateo,PH0102805040,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.705709022333988,San Mateo
San Pedro,PH0102805041,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.676511534149296,San Pedro
Suabit,PH0102805042,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.18653696650261983,Suabit (Pob.)
Sumader,PH0102805043,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.9042642099472165,Sumader
Tabug,PH0102805044,,City of Batac,PH0102805,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.4365291530079505,Tabug
Ablan Sarat,PH0102806001,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.060905606931468,Ablan Sarat
Agaga,PH0102806002,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,40.867093816315595,Agaga
Bayog,PH0102806005,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,8.156991675673927,Bayog
Bobon,PH0102806006,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.7371554368280027,Bobon
Buduan,PH0102806007,Malituek,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.114181778389999,Buduan (Malituek)
Nagsurot,PH0102806008,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,11.37929379178783,Nagsurot
Paayas,PH0102806009,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,9.55527387577003,Paayas
Pagali,PH0102806010,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4165479116217474,Pagali
Poblacion,PH0102806011,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,8.209252640875778,Poblacion
Saoit,PH0102806013,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.741926731733694,Saoit
Tanap,PH0102806014,,Burgos,PH0102806,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,35.865680961349646,Tanap
Angset,PH0102807001,,Carasi,PH0102807,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,47.68424114235274,Angset
Barbaqueso,PH0102807003,,Carasi,PH0102807,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,61.408894791929065,Barbaqueso (Pob.)
Virbira,PH0102807004,,Carasi,PH0102807,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,63.95867999904696,Virbira
Anggapang Norte,PH0102808001,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4988074308461703,Anggapang Norte
Anggapang Sur,PH0102808002,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9227919426212456,Anggapang Sur
Bimmanga,PH0102808003,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.330481457222185,Bimmanga
Cabuusan,PH0102808004,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.932392033500728,Cabuusan
Comcomloong,PH0102808005,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.5052579163506519,Comcomloong
Gaang,PH0102808006,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.14276905473515303,Gaang
Lang-ayan-Baramban,PH0102808007,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.444485759668756,Lang-ayan-Baramban
Lioes,PH0102808008,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.28772750817075166,Lioes
Maglaoi Centro,PH0102808009,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8743012961572884,Maglaoi Centro
Maglaoi Norte,PH0102808010,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9372633257245137,Maglaoi Norte
Maglaoi Sur,PH0102808011,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.5196825299647841,Maglaoi Sur
Paguludan-Salindeg,PH0102808013,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.8402180948191207,Paguludan-Salindeg
Pangil,PH0102808014,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.382063945479042,Pangil
Pias Norte,PH0102808015,,Currimao,PH0102808,Ilocos Norte,PH01028,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.1551965550057812,Pias Norte
