barangay_clean,barangay_psgc,barangay_alt_name,city/municipality,city/mun_psgc,province,province_psgc,region_number,region_name,region_psgc,island_group,country,country_psgc,area_sqkm,barangay_raw
Paitan,PH0105539011,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.2902418435611342,Paitan
Pataquid,PH0105539012,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.734212691571277,Pataquid
Pilar,PH0105539013,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.344296010393626,Pilar
Poblacion East,PH0105539014,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.1572019814515202,Poblacion East
Poblacion West,PH0105539015,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7442588674072307,Poblacion West
Pugot,PH0105539016,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.915306355614927,Pugot
Samon,PH0105539017,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.181757774791903,Samon
San Alejandro,PH0105539018,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.2925483601983772,San Alejandro
San Mariano,PH0105539020,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0675637031243637,San Mariano
San Pablo,PH0105539021,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0804139305506435,San Pablo
San Patricio,PH0105539022,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8712004361243241,San Patricio
San Vicente,PH0105539023,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6031110314357266,San Vicente
Santa Cruz,PH0105539024,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4734376387188313,Santa Cruz
Santa Rosa,PH0105539025,,Santa Maria,PH0105539,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.0192839818414896,Sta. Rosa
La Luna,PH0105540001,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7229023738411277,La Luna
Poblacion East,PH0105540002,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7436735226636652,Poblacion East
Poblacion West,PH0105540003,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8413700386078891,Poblacion West
Salvacion,PH0105540004,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0300472678428503,Salvacion
San Agustin,PH0105540005,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.078435050584844,San Agustin
San Antonio,PH0105540006,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.2832281908559966,San Antonio
San Jose,PH0105540007,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.9065465766173038,San Jose
San Marcos,PH0105540008,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7555604609744595,San Marcos
Santo Domingo,PH0105540009,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.9082133464023172,Santo Domingo
Santo Nino,PH0105540010,,Santo Tomas,PH0105540,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.1210480708985842,Santo Niño
Agat,PH0105541001,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6420391059967905,Agat
Alibeng,PH0105541002,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,17.077037487517277,Alibeng
Amagbagan,PH0105541003,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.245304209501604,Amagbagan
Artacho,PH0105541004,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.38768604799948336,Artacho
Asan Norte,PH0105541005,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.2527102731542215,Asan Norte
Asan Sur,PH0105541006,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.537788358399193,Asan Sur
Bantay Insik,PH0105541007,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.469146056607085,Bantay Insik
Bila,PH0105541008,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.5649525896816674,Bila
Binmeckeg,PH0105541009,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8236646935945184,Binmeckeg
Bulaoen East,PH0105541010,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4429346032372068,Bulaoen East
Bulaoen West,PH0105541011,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.6647032495505433,Bulaoen West
Cabaritan,PH0105541012,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4874604211690257,Cabaritan
Calunetan,PH0105541013,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,18.34843802217934,Calunetan
Camangaan,PH0105541014,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.138884156288897,Camangaan
Cauringan,PH0105541015,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.3004401506203314,Cauringan
Dungon,PH0105541016,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.903597647108809,Dungon
Esperanza,PH0105541017,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.4620260723145724,Esperanza
Killo,PH0105541018,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.928607642656325,Killo
Labayug,PH0105541019,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,16.39710628839955,Labayug
Paldit,PH0105541021,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.69678943682651,Paldit
Pindangan,PH0105541022,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4875946469826187,Pindangan
Pinmilapil,PH0105541023,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6989526178979035,Pinmilapil
Poblacion Central,PH0105541024,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.799066990189296,Poblacion Central
Poblacion Norte,PH0105541025,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0442324408756893,Poblacion Norte
Poblacion Sur,PH0105541026,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.302790871448845,Poblacion Sur
Sagunto,PH0105541027,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,10.721203895659604,Sagunto
Inmalog,PH0105541028,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,31.900173611424773,Inmalog
Tara-tara,PH0105541029,,Sison,PH0105541,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.107312406216521,Tara-tara
Baquioen,PH0105542001,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.162980333753262,Baquioen
Baybay Norte,PH0105542002,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.475678060061651,Baybay Norte
Baybay Sur,PH0105542003,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,12.293506927032244,Baybay Sur
Bolaoen,PH0105542004,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.495672768509638,Bolaoen
Cabalitian,PH0105542005,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6749500789507865,Cabalitian
Calumbuyan,PH0105542006,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.863441249146355,Calumbuyan
Camagsingalan,PH0105542007,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.8692952131339915,Camagsingalan
Caoayan,PH0105542008,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,11.821455008130272,Caoayan
Capantolan,PH0105542009,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.836087570548499,Capantolan
Macaycayawan,PH0105542010,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.975029968559484,Macaycayawan
Paitan East,PH0105542011,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.0332179883586163,Paitan East
Paitan West,PH0105542012,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.281490897568912,Paitan West
Pangascasan,PH0105542013,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,10.265870079148963,Pangascasan
Poblacion,PH0105542014,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,9.0790907231494,Poblacion
Santo Domingo,PH0105542015,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.313791564287536,Santo Domingo
Seselangen,PH0105542016,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.647282739229747,Seselangen
Sioasio East,PH0105542018,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,8.357215772859393,Sioasio East
Sioasio West,PH0105542019,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,15.050658159686984,Sioasio West
Victoria,PH0105542020,,Sual,PH0105542,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,13.184746869059584,Victoria
Agno,PH0105543001,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.3792093708679842,Agno
Amistad,PH0105543002,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.234127500056117,Amistad
Barangobong,PH0105543003,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.8365710466651852,Barangobong
Carriedo,PH0105543004,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.8792961270712505,Carriedo
C. Lichauco,PH0105543005,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.428473254242048,C. Lichauco
Evangelista,PH0105543006,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.646407490336631,Evangelista
Guzon,PH0105543007,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.2956392684713094,Guzon
Lawak,PH0105543008,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8746849730717148,Lawak
Legaspi,PH0105543009,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.5154276489716185,Legaspi
Libertad,PH0105543010,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.8772794872967418,Libertad
Magallanes,PH0105543012,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6090363720867535,Magallanes
Panganiban,PH0105543013,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.775299114433455,Panganiban
Barangay A,PH0105543014,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.4214072398395219,Barangay A (Pob.)
Barangay B,PH0105543015,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.1716691885149038,Barangay B (Pob.)
Barangay C,PH0105543016,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.6163650186394471,Barangay C (Pob.)
Barangay D,PH0105543017,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.3518359880328788,Barangay D (Pob.)
Saleng,PH0105543019,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.9243799866107434,Saleng
Santo Domingo,PH0105543020,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.3347330667304336,Santo Domingo
Toketec,PH0105543022,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.5345405566894856,Toketec
Trenchera,PH0105543023,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.5260521739379516,Trenchera
Zamora,PH0105543024,,Tayug,PH0105543,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.7491823412522973,Zamora
Abot Molina,PH0105544001,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.483026481392606,Abot Molina
Alo-o,PH0105544002,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.337443550836562,Alo-o
Amaronan,PH0105544003,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.133592460624005,Amaronan
Annam,PH0105544004,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,13.259876920467578,Annam
Bantug,PH0105544005,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.1566710660329593,Bantug
Baracbac,PH0105544006,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,7.690825858048596,Baracbac
Barat,PH0105544007,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.107755405925948,Barat
Buenavista,PH0105544008,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,4.691929861752526,Buenavista
Cabalitian,PH0105544010,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.2989734097256656,Cabalitian
Cabaruan,PH0105544011,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.4686920452737993,Cabaruan
Cabatuan,PH0105544012,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.118840740394609,Cabatuan
Cadiz,PH0105544013,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.3033212537209957,Cadiz
Calitlitan,PH0105544014,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,11.266159641573037,Calitlitan
Capas,PH0105544015,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.1200298577730226,Capas
Carosalesan,PH0105544017,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.155111971953243,Carosalesan
Casilan,PH0105544018,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.647939699119702,Casilan
Caurdanetaan,PH0105544019,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6810371868847656,Caurdanetaan
Concepcion,PH0105544020,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.24814354857689,Concepcion
Decreto,PH0105544021,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.894955120058075,Decreto
Diaz,PH0105544022,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,24.672638782299796,Diaz
Diket,PH0105544023,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,9.937879568050185,Diket
Don Justo Abalos,PH0105544024,Caroan,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.51291534324116,Don Justo Abalos (Caroan)
Don Montano,PH0105544025,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,8.607713703318597,Don Montano
Esperanza,PH0105544026,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.9530455800831075,Esperanza
Evangelista,PH0105544027,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.9896174372358442,Evangelista
Flores,PH0105544028,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.974359166619855,Flores
Fulgosino,PH0105544029,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,9.544012675688174,Fulgosino
Gonzales,PH0105544030,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.706568276104152,Gonzales
La Paz,PH0105544031,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6134980683123765,La Paz
Labuan,PH0105544032,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.750109442845909,Labuan
Lauren,PH0105544033,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.9293741099994657,Lauren
Lubong,PH0105544034,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.3279473906908164,Lubong
Luna Weste,PH0105544035,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.6258032852229896,Luna Weste
Luna Este,PH0105544036,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.258758351640677,Luna Este
Mantacdang,PH0105544037,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6214189999641286,Mantacdang
Maseil-seil,PH0105544038,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.121560642549527,Maseil-seil
Nampalcan,PH0105544039,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.898695479172779,Nampalcan
Nancalabasaan,PH0105544040,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0866507431734567,Nancalabasaan
Pangangaan,PH0105544041,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.0441567839249526,Pangangaan
Papallasen,PH0105544042,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.970441943889747,Papallasen
Pemienta,PH0105544044,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.4569310187381994,Pemienta
Poblacion East,PH0105544046,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.2802759953135845,Poblacion East
Poblacion West,PH0105544047,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.989724560848098,Poblacion West
Prado,PH0105544048,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,6.093251257658407,Prado
Resurreccion,PH0105544049,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.816095872180548,Resurreccion
Ricos,PH0105544050,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,8.754077637470338,Ricos
San Andres,PH0105544051,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.0866524181226196,San Andres
San Juan,PH0105544052,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,10.499740996036222,San Juan
San Leon,PH0105544053,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.1959407932326767,San Leon
San Pablo,PH0105544054,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.7456313092853892,San Pablo
San Vicente,PH0105544055,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.521741538468226,San Vicente
Santa Maria,PH0105544056,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,5.746625159247277,Santa Maria
Santa Rosa,PH0105544057,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.9439749970612543,Santa Rosa
Sinabaan,PH0105544058,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6935169031613246,Sinabaan
Tanggal Sawang,PH0105544059,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.526213289004806,Tanggal Sawang
Cabangaran,PH0105544060,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.537016770362023,Cabangaran
Carayungan Sur,PH0105544061,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.5580730324153227,Carayungan Sur
Del Rosario,PH0105544062,,Umingan,PH0105544,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8020173285863209,Del Rosario
Angatel,PH0105545001,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.5936661598813067,Angatel
Balangay,PH0105545002,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.040503993071231,Balangay
Batancaoa,PH0105545003,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6678361243913538,Batancaoa
Baug,PH0105545004,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.6710366762671787,Baug
Bayaoas,PH0105545005,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.658771552120348,Bayaoas
Bituag,PH0105545006,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.4257051962451153,Bituag
Camambugan,PH0105545007,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.7781764600531866,Camambugan
Dalanguiring,PH0105545008,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.8825401878361845,Dalanguiring
Duplac,PH0105545009,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.8278789463837939,Duplac
Galarin,PH0105545010,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.8638012721858865,Galarin
Gueteb,PH0105545011,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.3111835330767407,Gueteb
Malaca,PH0105545012,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,0.985120669474557,Malaca
Malayo,PH0105545013,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.3556188118570078,Malayo
Malibong,PH0105545014,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.89473324491228,Malibong
Pasibi East,PH0105545015,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.0913759592580339,Pasibi East
Pasibi West,PH0105545016,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,1.6300127193493499,Pasibi West
Pisuac,PH0105545017,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,3.2042562597974036,Pisuac
Poblacion,PH0105545018,,Urbiztondo,PH0105545,Pangasinan,PH01055,Region I,Ilocos Region,PH01,Luzon,The Philippines,PH,2.3514231915086565,Poblacion
